[2026-02-21 00:02:00] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 1, 'docena_2': 4, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1}
[2026-02-21 00:07:05] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2}
[2026-02-21 00:07:05] Brazilian Mega Roulette Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-02-21 00:07:09] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 6, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-02-21 00:07:09] Brazilian Roulette Delays={'docena_1': 2, 'docena_2': 6, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-02-21 00:07:09] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 2, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0}
[2026-02-21 00:07:09] Roulette 1 Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 2, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0} TH=10
[2026-02-21 00:07:17] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0}
[2026-02-21 00:07:17] Roulette 2 Extra Time Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-02-21 00:08:01] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 4, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1}
[2026-02-21 00:08:01] Ruleta Latina Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 4, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1} TH=10
[2026-02-21 00:08:02] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0}
[2026-02-21 00:08:02] Mega Roulette Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-02-21 00:08:03] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-02-21 00:08:03] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-02-21 00:08:03] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 3, 'columna_1': 2, 'columna_2': 5, 'columna_3': 0}
[2026-02-21 00:08:03] Roulette 1 Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 3, 'columna_1': 2, 'columna_2': 5, 'columna_3': 0} TH=10
[2026-02-21 00:08:04] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 3, 'docena_2': 4, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 2}
[2026-02-21 00:08:04] Roulette 3 Delays={'docena_1': 3, 'docena_2': 4, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 2} TH=10
[2026-02-21 00:08:04] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1}
[2026-02-21 00:08:04] Roulette Macao Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1} TH=10
[2026-02-21 00:08:05] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-02-21 00:08:05] Roulette 2 Extra Time Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-02-21 00:08:05] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 6, 'docena_3': 1, 'columna_1': 2, 'columna_2': 1, 'columna_3': 3}
[2026-02-21 00:08:05] Brazilian Mega Roulette Delays={'docena_1': 2, 'docena_2': 6, 'docena_3': 1, 'columna_1': 2, 'columna_2': 1, 'columna_3': 3} TH=10
[2026-02-21 00:08:06] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 9, 'docena_3': 0, 'columna_1': 0, 'columna_2': 3, 'columna_3': 7}
[2026-02-21 00:08:06] Lucky 6 Roulette Delays={'docena_1': 2, 'docena_2': 9, 'docena_3': 0, 'columna_1': 0, 'columna_2': 3, 'columna_3': 7} TH=10
[2026-02-21 00:08:07] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 10, 'docena_3': 1, 'columna_1': 0, 'columna_2': 15, 'columna_3': 1}
   >>> SENT ALERT for docena_2 (Delay 10)
   >>> SKIPPED columna_2 (Cooldown)
[2026-02-21 00:08:08] Auto Roulette Delays={'docena_1': 0, 'docena_2': 10, 'docena_3': 1, 'columna_1': 0, 'columna_2': 15, 'columna_3': 1} TH=10
[2026-02-21 00:08:09] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 5, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0}
[2026-02-21 00:08:09] Ruleta Latina Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 5, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-02-21 00:08:12] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3}
[2026-02-21 00:08:12] Roulette 3 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-02-21 00:08:12] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 2, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0}
[2026-02-21 00:08:12] Roulette Macao Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 2, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-02-21 00:08:15] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 16, 'columna_3': 2}
   >>> SKIPPED columna_2 (Cooldown)
[2026-02-21 00:08:15] Auto Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 16, 'columna_3': 2} TH=10
[2026-02-21 00:08:17] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-02-21 00:08:17] Mega Roulette Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-02-21 00:08:24] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 2, 'columna_1': 0, 'columna_2': 2, 'columna_3': 3}
[2026-02-21 00:08:24] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 2, 'columna_1': 0, 'columna_2': 2, 'columna_3': 3} TH=10
[2026-02-21 00:08:27] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 7, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 4}
[2026-02-21 00:08:27] Brazilian Mega Roulette Delays={'docena_1': 3, 'docena_2': 7, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 4} TH=10
[2026-02-21 00:08:27] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 10, 'docena_3': 0, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0}
   >>> SENT ALERT for docena_2 (Delay 10)
[2026-02-21 00:08:28] Lucky 6 Roulette Delays={'docena_1': 3, 'docena_2': 10, 'docena_3': 0, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0} TH=10
[2026-02-21 00:08:32] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 1, 'docena_2': 9, 'docena_3': 0, 'columna_1': 3, 'columna_2': 6, 'columna_3': 0}
[2026-02-21 00:08:32] Roulette 1 Delays={'docena_1': 1, 'docena_2': 9, 'docena_3': 0, 'columna_1': 3, 'columna_2': 6, 'columna_3': 0} TH=10
[2026-02-21 00:08:40] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-02-21 00:08:40] Roulette 2 Extra Time Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-02-21 00:08:43] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 6, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1}
[2026-02-21 00:08:43] Ruleta Latina Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 6, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1} TH=10
[2026-02-21 00:08:45] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4}
[2026-02-21 00:08:45] Roulette 3 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4} TH=10
[2026-02-21 00:08:52] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 5, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 4, 'columna_3': 0}
[2026-02-21 00:08:52] Roulette Macao Delays={'docena_1': 5, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 4, 'columna_3': 0} TH=10
[2026-02-21 00:09:01] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 1, 'columna_2': 17, 'columna_3': 0}
   >>> SKIPPED columna_2 (Cooldown)
[2026-02-21 00:09:01] Auto Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 1, 'columna_2': 17, 'columna_3': 0} TH=10
[2026-02-21 00:09:03] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 2, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2}
[2026-02-21 00:09:03] Mega Roulette Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 2, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-02-21 00:09:04] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 9, 'docena_3': 0, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0}
[2026-02-21 00:09:04] Brazilian Roulette Delays={'docena_1': 1, 'docena_2': 9, 'docena_3': 0, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-02-21 00:09:04] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 10, 'docena_3': 1, 'columna_1': 4, 'columna_2': 7, 'columna_3': 0}
   >>> SENT ALERT for docena_2 (Delay 10)
[2026-02-21 00:09:06] Roulette 1 Delays={'docena_1': 0, 'docena_2': 10, 'docena_3': 1, 'columna_1': 4, 'columna_2': 7, 'columna_3': 0} TH=10
[2026-02-21 00:09:08] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 1, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0}
[2026-02-21 00:09:08] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 1, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-02-21 00:09:09] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-02-21 00:09:09] Lucky 6 Roulette Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-02-21 00:09:26] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 2, 'columna_3': 5}
[2026-02-21 00:09:26] Roulette 3 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 2, 'columna_3': 5} TH=10
[2026-02-21 00:09:26] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 6, 'docena_2': 2, 'docena_3': 1, 'columna_1': 3, 'columna_2': 5, 'columna_3': 1}
[2026-02-21 00:09:26] Roulette Macao Delays={'docena_1': 6, 'docena_2': 2, 'docena_3': 1, 'columna_1': 3, 'columna_2': 5, 'columna_3': 1} TH=10
[2026-02-21 00:09:27] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 2, 'columna_3': 3}
[2026-02-21 00:09:27] Roulette 2 Extra Time Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 2, 'columna_3': 3} TH=10
[2026-02-21 00:09:42] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 4, 'columna_1': 0, 'columna_2': 18, 'columna_3': 1}
   >>> SKIPPED columna_2 (Cooldown)
[2026-02-21 00:09:42] Auto Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 4, 'columna_1': 0, 'columna_2': 18, 'columna_3': 1} TH=10
[2026-02-21 00:09:43] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 7, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0}
[2026-02-21 00:09:43] Ruleta Latina Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 7, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0} TH=10
[2026-02-21 00:09:48] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 5, 'docena_2': 1, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2}
[2026-02-21 00:09:48] Lucky 6 Roulette Delays={'docena_1': 5, 'docena_2': 1, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-02-21 00:10:35] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 0, 'columna_1': 0, 'columna_2': 6, 'columna_3': 1}
[2026-02-21 00:10:35] Ruleta Latina Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 0, 'columna_1': 0, 'columna_2': 6, 'columna_3': 1} TH=10
[2026-02-21 00:10:35] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 4, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4}
[2026-02-21 00:10:35] Mega Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 4, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4} TH=10
[2026-02-21 00:10:36] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 3, 'columna_2': 1, 'columna_3': 0}
[2026-02-21 00:10:36] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 3, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-02-21 00:10:36] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 1, 'docena_2': 12, 'docena_3': 3, 'columna_1': 1, 'columna_2': 9, 'columna_3': 2}
   >>> SKIPPED docena_2 (Cooldown)
[2026-02-21 00:10:36] Roulette 1 Delays={'docena_1': 1, 'docena_2': 12, 'docena_3': 3, 'columna_1': 1, 'columna_2': 9, 'columna_3': 2} TH=10
[2026-02-21 00:10:37] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 4, 'columna_1': 1, 'columna_2': 0, 'columna_3': 6}
[2026-02-21 00:10:37] Roulette 3 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 4, 'columna_1': 1, 'columna_2': 0, 'columna_3': 6} TH=10
[2026-02-21 00:10:38] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 2, 'columna_1': 0, 'columna_2': 6, 'columna_3': 2}
[2026-02-21 00:10:38] Roulette Macao Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 2, 'columna_1': 0, 'columna_2': 6, 'columna_3': 2} TH=10
[2026-02-21 00:10:38] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 4, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0}
[2026-02-21 00:10:38] Roulette 2 Extra Time Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 4, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-02-21 00:10:39] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 0, 'columna_1': 0, 'columna_2': 5, 'columna_3': 1}
[2026-02-21 00:10:39] Brazilian Mega Roulette Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 0, 'columna_1': 0, 'columna_2': 5, 'columna_3': 1} TH=10
[2026-02-21 00:10:39] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 6, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3}
[2026-02-21 00:10:39] Lucky 6 Roulette Delays={'docena_1': 6, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3} TH=10
[2026-02-21 00:10:40] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 5, 'columna_1': 0, 'columna_2': 19, 'columna_3': 2}
   >>> SENT ALERT for columna_2 (Delay 19)
[2026-02-21 00:10:41] Auto Roulette Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 5, 'columna_1': 0, 'columna_2': 19, 'columna_3': 2} TH=10
[2026-02-21 00:10:46] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 1, 'docena_2': 4, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3}
[2026-02-21 00:10:46] Roulette Macao Delays={'docena_1': 1, 'docena_2': 4, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-02-21 00:10:52] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 7}
[2026-02-21 00:10:52] Roulette 3 Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 7} TH=10
[2026-02-21 00:10:54] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 20, 'columna_3': 0}
   >>> SKIPPED columna_2 (Cooldown)
[2026-02-21 00:10:54] Auto Roulette Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 20, 'columna_3': 0} TH=10
[2026-02-21 00:10:59] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 5, 'columna_1': 2, 'columna_2': 4, 'columna_3': 1}
[2026-02-21 00:10:59] Roulette 2 Extra Time Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 5, 'columna_1': 2, 'columna_2': 4, 'columna_3': 1} TH=10
[2026-02-21 00:11:02] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 3, 'docena_2': 2, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2}
[2026-02-21 00:11:02] Ruleta Latina Delays={'docena_1': 3, 'docena_2': 2, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-02-21 00:11:14] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 7, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4}
[2026-02-21 00:11:14] Lucky 6 Roulette Delays={'docena_1': 7, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4} TH=10
[2026-02-21 00:11:17] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 1}
[2026-02-21 00:11:17] Brazilian Roulette Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-02-21 00:11:17] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 13, 'docena_3': 4, 'columna_1': 0, 'columna_2': 10, 'columna_3': 3}
   >>> SKIPPED docena_2 (Cooldown)
   >>> SENT ALERT for columna_2 (Delay 10)
[2026-02-21 00:11:18] Roulette 1 Delays={'docena_1': 0, 'docena_2': 13, 'docena_3': 4, 'columna_1': 0, 'columna_2': 10, 'columna_3': 3} TH=10
[2026-02-21 00:11:21] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 2, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2}
[2026-02-21 00:11:21] Brazilian Mega Roulette Delays={'docena_1': 3, 'docena_2': 2, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-02-21 00:11:24] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 5, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
[2026-02-21 00:11:24] Mega Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 5, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-02-21 00:11:26] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 3, 'columna_2': 1, 'columna_3': 0}
[2026-02-21 00:11:26] Roulette 3 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 3, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-02-21 00:11:26] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 4}
[2026-02-21 00:11:26] Roulette Macao Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 4} TH=10
[2026-02-21 00:11:33] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 2, 'docena_2': 3, 'docena_3': 0, 'columna_1': 0, 'columna_2': 5, 'columna_3': 2}
[2026-02-21 00:11:33] Roulette 2 Extra Time Delays={'docena_1': 2, 'docena_2': 3, 'docena_3': 0, 'columna_1': 0, 'columna_2': 5, 'columna_3': 2} TH=10
[2026-02-21 00:11:35] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-02-21 00:11:35] Auto Roulette Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-02-21 00:11:43] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3}
[2026-02-21 00:11:43] Ruleta Latina Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3} TH=10
[2026-02-21 00:11:54] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 5}
[2026-02-21 00:11:54] Lucky 6 Roulette Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 5} TH=10
[2026-02-21 00:11:57] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-02-21 00:11:57] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-02-21 00:11:58] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 14, 'docena_3': 5, 'columna_1': 1, 'columna_2': 11, 'columna_3': 0}
   >>> SKIPPED docena_2 (Cooldown)
   >>> SKIPPED columna_2 (Cooldown)
[2026-02-21 00:11:58] Roulette 1 Delays={'docena_1': 0, 'docena_2': 14, 'docena_3': 5, 'columna_1': 1, 'columna_2': 11, 'columna_3': 0} TH=10
[2026-02-21 00:12:03] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 6, 'columna_1': 3, 'columna_2': 2, 'columna_3': 0}
[2026-02-21 00:12:03] Mega Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 6, 'columna_1': 3, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-02-21 00:12:06] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 3, 'columna_2': 0, 'columna_3': 5}
[2026-02-21 00:12:06] Roulette Macao Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 3, 'columna_2': 0, 'columna_3': 5} TH=10
[2026-02-21 00:12:07] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3}
[2026-02-21 00:12:07] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3} TH=10
[2026-02-21 00:12:11] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 2, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1}
[2026-02-21 00:12:11] Roulette 3 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 2, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1} TH=10
